beta,bkzrho,bkzdelta,procrastbkzrho,procrastbkzdelta
354,-0.01842853011077672,1.0046177616797933,-0.017987437728425797,1.0045069854772601
355,-0.018393996626284652,1.0046090884792596,-0.017957348606370643,1.004499429322357
356,-0.018359609607678906,1.0046004521385274,-0.017923353032994367,1.004490892225121
357,-0.01832536808396834,1.0045918524127857,-0.01788950403242974,1.004482392007892
358,-0.01829127109288709,1.0045832890594257,-0.01785579844954684,1.0044739278774235
359,-0.01825731768079628,1.0045747618380185,-0.017822240341657854,1.004465500851662
360,-0.018223506902586565,1.0045662705102891,-0.01779281794952088,1.0044581124343719
361,-0.018189837821582705,1.004557814840092,-0.017759532377042406,1.004449753978323
362,-0.018156309509448736,1.0045493945933885,-0.017726387082962265,1.0044414308171863
363,-0.018122921046094774,1.004541009538222,-0.01769338454567424,1.0044331435724303
364,-0.018089671519585165,1.0045326594446948,-0.01766448193415164,1.0044258859134136
365,-0.01805656002604739,1.0045243440849463,-0.017631744750647743,1.0044176654284174
366,-0.0180235856695828,1.0045160632331285,-0.01759914430622664,1.0044094793462068
367,-0.01799074756217796,1.0045078166653851,-0.017566683914520466,1.004401328497996
368,-0.017958044823617722,1.004499604159829,-0.017538286155416236,1.0043941978365654
369,-0.017925476581399074,1.0044914254965205,-0.017506083745937547,1.0043861118908046
370,-0.01789304197064593,1.0044832804574455,-0.017474013927149475,1.0043780593029348
371,-0.017860740134025818,1.0044751688264948,-0.017442081089780685,1.004370041174634
372,-0.017828570221666673,1.0044670903894433,-0.017410281409057097,1.004362056544713
373,-0.01779653139107591,1.0044590449339283,-0.017382494118215238,1.0043550794438036
374,-0.01776462280705897,1.0044510322494309,-0.017350941794030423,1.004347157040784
375,-0.017732843641640513,1.004443052127254,-0.017319523025927958,1.0043392682341608
376,-0.017701193073986096,1.004435104360504,-0.017288233726470606,1.0043314119968578
377,-0.01766967029032388,1.0044271887440699,-0.017260922408809942,1.0043245546167108
378,-0.01763827448386923,1.0044193050746053,-0.017229874422429355,1.004316759083192
379,-0.017607004854748417,1.0044114531505082,-0.017198957144968052,1.0043089964282172
380,-0.017575860609924884,1.0044036327719033,-0.017168165136714788,1.0043012652852477
381,-0.01754484096312516,1.0043958437406215,-0.017137496764966474,1.0042935652436284
382,-0.017513945134766676,1.0043880858601844,-0.01711076118115888,1.0042868526723663
383,-0.017483172351886164,1.0043803589357834,-0.01708033315396626,1.004279213084508
384,-0.017452521848068676,1.0043726627742633,-0.017050025870596872,1.0042716038696615
385,-0.01742199286337805,1.0043649971841047,-0.01701983954112641,1.0042640250798804
386,-0.017391584644287823,1.0043573619754063,-0.016993553019763057,1.0042574254496281
387,-0.017361296443613394,1.004349756959867,-0.0169636008530546,1.0042499055563265
388,-0.017331127520444967,1.0043421819507703,-0.016933766860107564,1.0042424153881095
389,-0.017301077140080705,1.0043346367629664,-0.016904051327976344,1.00423495501638
390,-0.017271144573961866,1.0043271212128562,-0.016874457618780776,1.0042275252845587
391,-0.01724132909960792,1.0043196351183752,-0.01684871468176602,1.0042210623638725
392,-0.017211630000552768,1.0043121782989761,-0.016819341892082115,1.0042136881974322
393,-0.017182046566281663,1.0043047505756149,-0.01679008617456519,1.0042063434762947
394,-0.017152578092169125,1.0042973517707328,-0.016760947793752413,1.004199028266226
395,-0.01712322387941737,1.0042899817082431,-0.016735628881333748,1.0041926719795309
396,-0.017093983234995596,1.004282640213514,-0.016706706002409186,1.004185410970015
397,-0.017064855471580393,1.0042753271133544,-0.01667789880987088,1.004178179055437
398,-0.01703583990749613,1.0042680422359982,-0.016649204915383062,1.0041709756355945
399,-0.01700693586665692,1.0042607854110908,-0.016620620988175735,1.0041637998737156
400,-0.016978142678508706,1.0042535564696726,-0.016595815951934448,1.0041575728131615
401,-0.01694945967797212,1.004246355244167,-0.016567446316253443,1.0041504509422905
402,-0.016920886205386627,1.004239181568364,-0.016539186449463145,1.0041433566778555
403,-0.016892421606454842,1.0042320352774075,-0.01651103350783318,1.0041362893053993
404,-0.01686406523218695,1.0042249162077803,-0.016486629295066488,1.0041301630351749
405,-0.016835816438847413,1.0042178241972917,-0.016458686378293844,1.0041231484782822
406,-0.016807674587901073,1.0042107590850633,-0.01643084900802013,1.004116160465627
407,-0.0167796390459599,1.0042037207115155,-0.0164031184433502,1.0041091993127258
408,-0.016751709184731154,1.004196708918354,-0.01637910554785372,1.0041031714385016
409,-0.016723884380965642,1.004189723548558,-0.016351578405901644,1.0040962614396445
410,-0.01669616401640663,1.004182764446366,-0.0163241543111119,1.0040893773554802
411,-0.01666854747773969,1.0041758314572633,-0.016296836307163807,1.004082519949503
412,-0.01664103415654236,1.0041689244279703,-0.016269622473600334,1.0040756887390954
413,-0.01661362344923598,1.0041620432064293,-0.0162460838588993,1.0040697801187886
414,-0.016586314757036147,1.0041551876417922,-0.016219063368918943,1.0040629975273387
415,-0.016559107485905267,1.0041483575844088,-0.0161921481025358,1.0040562413943084
416,-0.01653200104650496,1.0041415528858142,-0.016165332496812332,1.004049510322797
417,-0.016504994854149364,1.004134773398718,-0.016142164700038514,1.0040436949358869
418,-0.016478088328758553,1.0041280189769912,-0.016115538890568114,1.0040370115891002
419,-0.016451280894813108,1.004121289475656,-0.016089015865596176,1.0040303540864897
420,-0.01642457198130922,1.0041145847508735,-0.016062589611800227,1.004023720918162
421,-0.016397961021713113,1.0041079046599328,-0.01603626285289695,1.0040171127672999
422,-0.016371447453917876,1.0041012490612398,-0.016013544252876308,1.0040114103176943
423,-0.01634503072019921,1.004094617814306,-0.015987404074743927,1.004004849079855
424,-0.01631871026717303,1.004088010779738,-0.015961358562185477,1.0039983116459126
425,-0.016292485545752283,1.0040814278192265,-0.015935411965833333,1.0039917990823024
426,-0.01626635601110513,1.0040748687955352,-0.015913044491749226,1.0039861849078626
427,-0.0162403211226135,1.0040683335724916,-0.015887277838920726,1.003979717587825
428,-0.01621438034383178,1.0040618220149753,-0.015861604929724365,1.0039732738384726
429,-0.0161885331424463,1.0040553339889082,-0.015836028396631778,1.0039668543200806
430,-0.016162778990235556,1.0040488693612448,-0.01581054288999028,1.0039604576894747
431,-0.016137117363029814,1.0040424279999614,-0.015788602520920358,1.0039549508888341
432,-0.016111547740672673,1.0040360097740466,-0.015763294994709288,1.0039485990048693
433,-0.016086069606981866,1.0040296145534922,-0.01573808004018401,1.003942270395249
434,-0.01606068244971112,1.0040232422092819,-0.015712953954091856,1.003935964130076
435,-0.016035385760512434,1.0040168926133832,-0.015691346694922007,1.0039305410685815
436,-0.016010179034898552,1.0040105656387375,-0.015666396135696044,1.003924278931006
437,-0.01598506177220582,1.0040042611592506,-0.01564153325056425,1.0039180388368925
438,-0.015960033475558064,1.0039979790497835,-0.015616760345500719,1.0039118213645788
439,-0.015935093651830032,1.0039917191861432,-0.015592077451380172,1.0039056265213937
440,-0.015910241811612023,1.0039854814450744,-0.015570875318993652,1.0039003053004971
441,-0.015885477469174354,1.0039792657042492,-0.015546358048986832,1.0038941520956435
442,-0.01586080014243253,1.0039730718422597,-0.015521930702778386,1.0038880214968602
443,-0.015836209352912762,1.0039668997386086,-0.01549758789561796,1.0038819121523206
444,-0.01581170462571809,1.0039607492737004,-0.01547670293918775,1.0038766706585052
445,-0.015787285489493937,1.0039546203288334,-0.015452524505882633,1.0038706026355624
446,-0.01576295147639581,1.0039485127861907,-0.015428433309350557,1.0038645565427744
447,-0.01573870212205547,1.0039424265288328,-0.015404424751285685,1.003858531225733
448,-0.01571453696554882,1.003936361440688,-0.015383848768261814,1.0038533673949903
449,-0.015690455549363345,1.0039303174065457,-0.015360002966765604,1.0038473829907957
450,-0.0156664574193668,1.0039242943120474,-0.01533623960854506,1.00384141931227
451,-0.01564254212477514,1.0039182920436793,-0.015312559076461346,1.0038354764551272
452,-0.015618709218121429,1.0039123104887635,-0.015288962815451178,1.003829554781615
453,-0.015594958255225513,1.0039063495354514,-0.015268763678009155,1.0038244856716274
454,-0.015571288795163302,1.0039004090727157,-0.015245321466973664,1.0038186027225073
455,-0.015547700400236411,1.0038944889903423,-0.015221962927548252,1.003812740805521
456,-0.015524192635942702,1.003888589178923,-0.015198683176060846,1.003806898694735
457,-0.015500765070946597,1.0038827095298484,-0.015178778887579455,1.00380190369164
458,-0.015477417277050447,1.0038768499353,-0.01515565217390625,1.0037961000486146
459,-0.015454148829164958,1.0038710102882433,-0.015132606831776514,1.0037903168591356
460,-0.015430959305281529,1.003865190482421,-0.015109638442326377,1.0037845530139529
461,-0.015407848286443334,1.0038593904123445,-0.015086750982862964,1.0037788095108178
462,-0.015384815356718234,1.0038536099732889,-0.015067205217602608,1.0037739046165555
463,-0.015361860103170408,1.0038478490612839,-0.015044464904962463,1.0037681980996738
464,-0.015338982115833887,1.0038421075731083,-0.01502180286457786,1.0037625112569226
465,-0.015316180987685047,1.0038363854062833,-0.014999218001808777,1.0037568438132802
466,-0.0152934563146161,1.0038306824590648,-0.014979952668107328,1.0037520093972845
467,-0.015270807695409052,1.0038249986304373,-0.014957512160075914,1.0037463782368232
468,-0.01524823473170916,1.0038193338201076,-0.014935149853774244,1.003740766731519
469,-0.015225737027999304,1.0038136879284973,-0.014912860576348391,1.0037351735829991
470,-0.015203314191574644,1.003808060856738,-0.014890648472549547,1.0037295998310092
471,-0.015180965832517265,1.003802452506663,-0.014871724401273389,1.00372485117962
472,-0.015158691563671119,1.0037968627808025,-0.01484965362782984,1.0037193129489517
473,-0.01513649100061746,1.0037912915823766,-0.014827655784514063,1.003713793049085
474,-0.015114363761650356,1.0037857388152895,-0.014805732609624945,1.0037082919159044
475,-0.015092309467752526,1.0037802043841233,-0.014787076166960811,1.0037036105202717
476,-0.015070327742571471,1.0037746881941314,-0.01476529047098942,1.0036981439397323
477,-0.015048418212395791,1.0037691901512338,-0.01474357907993306,1.0036926960337913
478,-0.015026580506131856,1.0037637101620098,-0.014721937395682365,1.0036872656483784
479,-0.015004814255280573,1.003758248133693,-0.014700369276098496,1.0036818537512264
480,-0.014983119093914494,1.0037528039741657,-0.014682038557768933,1.0036772542094272
481,-0.014961494658655169,1.0037473775919519,-0.014660605451260442,1.003671876243463
482,-0.014939940588650832,1.0037419688962135,-0.014639241858446238,1.0036665157484572
483,-0.01491845652555405,1.0037365777967433,-0.014617949255238483,1.003661173094459
484,-0.014897042113499752,1.0037312042039597,-0.014599874106505728,1.0036566377734608
485,-0.01487569699908402,1.0037258480289015,-0.014578712912113958,1.0036513281442019
486,-0.014854420831341746,1.0037205091832229,-0.014557622775311115,1.0036460363721993
487,-0.014833213261726168,1.0037151875791868,-0.014536598996872822,1.0036407612780873
488,-0.01481207394408734,1.0037098831296611,-0.01451877352521873,1.0036362886955679
489,-0.014791002534651536,1.003704595748112,-0.014497881233062752,1.0036310466436171
490,-0.014769998692000543,1.0036993253486002,-0.014477056442741915,1.0036258215556921
491,-0.014749062077051546,1.0036940718457743,-0.014456298727833147,1.0036206133245362
492,-0.014728192353036601,1.0036888351548665,-0.01443560757897703,1.0036154218220872
493,-0.014707389185482799,1.0036836151916881,-0.014418087671877562,1.0036110260194755
494,-0.01468665224219261,1.0036784118726234,-0.01439752296626049,1.003605866291413
495,-0.014665981193224325,1.0036732251146252,-0.014377025932659158,1.0036007235687985
496,-0.014645375710872571,1.0036680548352106,-0.014356592316341411,1.0035955967838628
497,-0.014624835469649333,1.0036629009524547,-0.01433931007519786,1.0035912606979513
498,-0.014604360146264888,1.0036577633849875,-0.014319002997104261,1.0035861657093583
499,-0.014583949419609102,1.0036526420519876,-0.014298758673229026,1.0035810864913677
500,-0.014563602970732932,1.003647536873179,-0.014278580228641006,1.0035760238278013
501,-0.01454332048283001,1.003642447768825,-0.014258463437827247,1.0035709766582588
502,-0.014523101641218207,1.003637374659725,-0.014241473748142674,1.0035667140774438
503,-0.01450294613332237,1.0036323174672088,-0.014221479465332247,1.003561697690806
504,-0.014482853648655545,1.003627276113133,-0.014201548420761316,1.0035566971950325
505,-0.014462823878802078,1.003622250519876,-0.014181679811334022,1.003551712388399
506,-0.01444285651739986,1.0036172406103334,-0.014164916569881746,1.0035475067022954
507,-0.014422951260123164,1.0036122463079147,-0.014145168278290555,1.0035425521273291
508,-0.014403107804665494,1.0036072675365377,-0.01412547961727624,1.0035376125372053
509,-0.014383325850722547,1.0036023042206248,-0.014105853637074726,1.003532688696956
510,-0.014363605099975823,1.0035973562850993,-0.014086287445538904,1.0035277798807618
511,-0.014343945256075515,1.0035924236553804,-0.014069804006166791,1.003523644491953
512,-0.014324346024624703,1.0035875062573791,-0.01405035579061104,1.0035187653177762
513,-0.014304807113162439,1.0035826040174949,-0.014030965712341494,1.0035139007527156
514,-0.01428532823114829,1.0035777168626108,-0.014011637061624917,1.0035090516220122
515,-0.014265909089945926,1.0035728447200896,-0.013995371243809939,1.003504970906457
516,-0.014246549402807687,1.00356798751777,-0.013976155905334017,1.0035001502461163
517,-0.014227248884858774,1.0035631451839635,-0.013957000471520157,1.0034953446374453
518,-0.014208007253081849,1.0035583176474487,-0.01393790166286574,1.003490553257491
519,-0.014188824226301733,1.0035535048374684,-0.013918862775891083,1.003485776933052
520,-0.014169699525170287,1.0035487066837265,-0.013902864571907363,1.0034817634485396
521,-0.014150632872151476,1.003543923116383,-0.013883936689051161,1.0034770150134575
522,-0.014131623991506198,1.0035391540660505,-0.0138650667983627,1.003472281149228
523,-0.014112672609278126,1.0035343994637915,-0.013846252301718319,1.003467561203862
524,-0.014093778453278685,1.0035296592411131,-0.013830464012532125,1.0034636004526674
525,-0.014074941253072739,1.0035249333299652,-0.013811759734423806,1.0034589081980743
526,-0.01405616073996451,1.0035202216627348,-0.013793112067908233,1.003454230167208
527,-0.014037436646983235,1.0035155241722447,-0.013774521046659757,1.0034495663683174
528,-0.014018768708869311,1.003510840791748,-0.013758935513694956,1.0034456565518608
529,-0.01400015666206028,1.0035061714549256,-0.013740452287865891,1.0034410198344041
530,-0.013981600244677298,1.003501516095883,-0.013722023130414951,1.0034363967019173
531,-0.013963099196511392,1.003496874649146,-0.013703648774363619,1.0034317873380971
532,-0.013944653259010027,1.003492247049658,-0.013685329881517098,1.0034271919087723
533,-0.013926262175264015,1.003487633232776,-0.013669996624148086,1.0034233454642985
534,-0.013907925689993949,1.0034830331342683,-0.013651782875568716,1.0034187764495677
535,-0.01388964354953742,1.0034784466903104,-0.013633622523067853,1.0034142208502375
536,-0.013871415501835734,1.003473873837481,-0.013615514808834614,1.003409678476027
537,-0.013853241296421672,1.0034693145127611,-0.013600379210356917,1.0034058816817097
538,-0.013835120684406283,1.0034647686535285,-0.013582374988037237,1.0034013653062313
539,-0.013817053418466499,1.0034602361975555,-0.013564424133393522,1.0033968623383207
540,-0.013799039252832527,1.003455717083006,-0.013546526264667968,1.0033923726820346
541,-0.013781077943275911,1.0034512112484322,-0.013528678985452134,1.003387895736063
542,-0.013763169247096996,1.0034467186327711,-0.013513785261661013,1.0033841596974746
543,-0.013745312923112941,1.0034422391753424,-0.013496040019394646,1.0033797083835985
544,-0.01372750873164552,1.0034377728158441,-0.013478345736027023,1.003375269872194
545,-0.013709756434509718,1.0034333194943512,-0.01346070319934821,1.0033708443607035
546,-0.013692055795001443,1.003428879151311,-0.013445996866983851,1.0033671553912042
547,-0.013674406577886393,1.0034244517275417,-0.013428453724867695,1.0033627548477038
548,-0.01365680854938815,1.0034200371642283,-0.013410961533429376,1.0033583671039503
549,-0.013639261477176852,1.0034156354029204,-0.013393518080744965,1.00335399160494
550,-0.013621765130357996,1.0034112463855294,-0.013376124548078896,1.0033496286468189
551,-0.013604319279461121,1.0034068700543248,-0.013361652089942793,1.003345998419512
552,-0.013586923696428794,1.0034025063519325,-0.013344356000081428,1.0033416599382543
553,-0.01356957815460549,1.0033981552213318,-0.013327109501115098,1.0033373339148552
554,-0.013552282428726827,1.0033938166058518,-0.013309912061831835,1.003333020215908
555,-0.013535036294908645,1.0033894904491696,-0.013295619153305056,1.0033294350855433
556,-0.013517839530636391,1.0033851766953072,-0.013278517679069249,1.0033251454915921
557,-0.01350069191475465,1.0033808752886293,-0.013261463964942212,1.0033208678956589
558,-0.01348359322745624,1.0033765861738397,-0.01324445734448617,1.003316602130428
559,-0.01346654325027251,1.0033723092959794,-0.013227498426936211,1.0033123483485626
560,-0.013449541766062355,1.0033680446004245,-0.01321343092067147,1.0033088198290807
561,-0.01343258855900237,1.003363792032882,-0.013196566103702869,1.003304589683096
562,-0.013415683414576607,1.0033595515393887,-0.013179748353228944,1.0033003713604043
563,-0.013398826119566845,1.0033553230663086,-0.013162977163800231,1.0032961647340775
564,-0.013382016462042162,1.003351106560329,-0.013149082967593047,1.0032926797416886
565,-0.013365254231349585,1.0033469019684604,-0.013132404484295765,1.0032884964003597
566,-0.013348539218104114,1.0033427092380316,-0.013115771912732369,1.0032843245921044
567,-0.01333187121417913,1.0033385283166887,-0.01309918411456841,1.0032801640312619
568,-0.013315250012696877,1.0033343591523922,-0.013085461402267505,1.0032767221059038
569,-0.01329867540801872,1.0033302016934151,-0.013068964685919388,1.0032725844215602
570,-0.01328214719573642,1.0033260558883397,-0.013052513087977197,1.0032684580707496
571,-0.013265665172661752,1.003321921686056,-0.013036106207168493,1.0032643429526864
572,-0.013249229136818561,1.0033177990357594,-0.013019743553068648,1.003260238944227
573,-0.013232838887432747,1.0033136878869473,-0.013006233969826775,1.003256850543021
574,-0.013216494224923365,1.0033095881894185,-0.012989960929303972,1.0032527690414774
575,-0.013200194950893845,1.0033054998932693,-0.012973731548964886,1.003248698507044
576,-0.013183940868123151,1.0033014229488928,-0.012957545379428672,1.0032446388268776
577,-0.013167731780556607,1.0032973573069754,-0.012944200723620153,1.0032412918438613
578,-0.013151567493297623,1.003293302918495,-0.01292810286359722,1.0032372543425145
579,-0.013135447812598858,1.0032892597347194,-0.012912047650848234,1.0032332275537068
580,-0.013119372545853566,1.003285227707203,-0.0128960346767673,1.0032292113748282
581,-0.01310334150158708,1.003281206787786,-0.0128800634687887,1.0032252056872288
582,-0.013087354489448644,1.0032771969285916,-0.012866926333625628,1.003221910816358
583,-0.013071411320203008,1.003273198082023,-0.01285104211619408,1.0032179269755273
584,-0.013055511805721816,1.0032692102007634,-0.012835199157931637,1.0032139534984599
585,-0.013039655758975937,1.0032652332377718,-0.012819396992284649,1.00320999026802
586,-0.013023842994026938,1.0032612671462826,-0.012806419009728013,1.0032067353628618
587,-0.01300807332601928,1.0032573118798023,-0.012790702934661492,1.0032027937525152
588,-0.012992346571172299,1.0032533673921085,-0.012775027069153603,1.0031988622422008
589,-0.012976662546772082,1.0032494336372473,-0.012759391718687566,1.003194940908415
590,-0.012961021071164043,1.0032455105695313,-0.012743799927470144,1.0031910305145193
591,-0.012945421963744947,1.0032415981435383,-0.012731018714014292,1.003187825019966
592,-0.0129298650449549,1.0032376963141085,-0.012715507236380432,1.0031839347961313
593,-0.012914350136270418,1.0032338050363434,-0.012700038028073898,1.0031800551883188
594,-0.012898877060196264,1.0032299242656029,-0.012684613606853848,1.0031761868278446
595,-0.012883445640258112,1.0032260539575046,-0.012671978301867722,1.0031730179735807
596,-0.012868055700995532,1.0032221940679207,-0.012656630440546579,1.0031691688408748
597,-0.01285270706795376,1.0032183445529772,-0.012641326544421388,1.003165330749028
598,-0.01283739956767737,1.0032145053690518,-0.012626066637718834,1.0031615037039896
599,-0.012822133027702515,1.003210676472771,-0.012610850576447197,1.0031576876695212
600,-0.012806907276549633,1.0032068578210103,-0.012598387730040295,1.0031545621243445
